distribution,sample_size,arg1,arg2,ID
binomial,1000,817,0.661770679,5225
binomial,100000,362,0.252465949,5226
binomial,100000,129,0.73797129,5227
binomial,1000,765,0.787079411,5228
poisson,100000,1,,5229
poisson,100000,81,,5230
uniform,10000,0,45.19971428,5231
normal,100000,52.39185586,5.657998778,5232
binomial,1000,524,0.931554948,5233
binomial,100000,885,0.030783596,5234
binomial,1000,71,0.426134755,5235
poisson,1000,65,,5236
poisson,10000,62,,5237
binomial,10000,807,0.514802642,5238
binomial,10000,877,0.853423338,5239
poisson,100000,31,,5240
weibull,100000,0.557626404,,5241
binomial,10000,535,0.822846805,5242
weibull,1000,0.955741576,,5243
binomial,100000,102,0.448164146,5244
normal,10000,81.64648328,38.7695409,5245
normal,10000,64.49968272,20.99726233,5246
normal,100000,51.73776426,46.99492323,5247
poisson,1000,52,,5248
weibull,10000,0.612492754,,5249
poisson,10000,51,,5250
poisson,100000,7,,5251
weibull,100000,0.242988017,,5252
uniform,10000,0,11.67441422,5253
binomial,1000,301,0.019769887,5254
weibull,1000,0.62334083,,5255
poisson,10000,87,,5256
normal,10000,46.73636071,44.97899643,5257
binomial,100000,208,0.544676148,5258
uniform,10000,0,26.28917342,5259
binomial,10000,838,0.276634285,5260
weibull,100000,0.856760954,,5261
poisson,1000,18,,5262
normal,100000,98.99218355,26.01719422,5263
poisson,10000,16,,5264
normal,10000,98.90321833,37.38714272,5265
uniform,100000,0,38.03061189,5266
uniform,1000,0,41.96804517,5267
poisson,1000,95,,5268
uniform,1000,0,38.28531066,5269
uniform,1000,0,41.11176453,5270
normal,1000,8.491405655,4.478883549,5271
uniform,1000,0,13.06676436,5272
weibull,100000,0.25934728,,5273
binomial,10000,87,0.662277599,5274
weibull,10000,0.671327729,,5275
poisson,100000,72,,5276
poisson,100000,79,,5277
uniform,100000,0,3.452338872,5278
poisson,1000,72,,5279
poisson,100000,20,,5280
binomial,1000,134,0.150535402,5281
binomial,1000,809,0.079397481,5282
binomial,100000,25,0.483715686,5283
uniform,1000,0,33.0125188,5284
normal,1000,78.59630455,32.28758862,5285
uniform,100000,0,24.13451469,5286
binomial,100000,284,0.29101789,5287
binomial,1000,5,0.621225213,5288
binomial,100000,144,0.085230868,5289
uniform,1000,0,42.41287752,5290
normal,1000,4.632744293,15.41092647,5291
poisson,1000,1,,5292
weibull,10000,0.375317844,,5293
normal,10000,43.71310746,27.39124502,5294
uniform,100000,0,40.83907267,5295
uniform,1000,0,10.67822003,5296
normal,1000,24.82613963,12.83691173,5297
uniform,100000,0,11.82740031,5298
binomial,10000,612,0.070154553,5299
uniform,100000,0,17.86465389,5300
poisson,1000,30,,5301
uniform,1000,0,17.46939647,5302
uniform,1000,0,6.289443851,5303
normal,100000,74.00112844,32.79447964,5304
normal,1000,35.64199027,7.700254652,5305
binomial,1000,42,0.046791855,5306
weibull,10000,0.890192252,,5307
binomial,100000,337,0.085816854,5308
binomial,1000,414,0.554668888,5309
binomial,100000,50,0.408370174,5310
poisson,10000,49,,5311
normal,1000,54.9174078,39.0503251,5312
uniform,100000,0,16.2314481,5313
poisson,100000,39,,5314
uniform,1000,0,14.5568582,5315
poisson,10000,73,,5316
poisson,10000,36,,5317
normal,1000,30.47318724,27.0427452,5318
poisson,100000,42,,5319
uniform,1000,0,47.21738137,5320
weibull,1000,0.463360238,,5321
normal,10000,75.1186089,47.10571338,5322
poisson,100000,23,,5323
normal,1000,24.70560791,30.83332862,5324
weibull,100000,0.276824613,,5325
poisson,1000,84,,5326
poisson,100000,41,,5327
uniform,1000,0,46.60142149,5328
weibull,100000,0.218527476,,5329
poisson,10000,48,,5330
weibull,1000,0.983634675,,5331
weibull,1000,0.418510999,,5332
poisson,100000,65,,5333
poisson,100000,40,,5334
binomial,1000,875,0.848512212,5335
weibull,10000,0.764188061,,5336
weibull,100000,0.976569611,,5337
uniform,10000,0,37.67401865,5338
weibull,100000,0.480393558,,5339
weibull,1000,0.994894729,,5340
weibull,1000,0.673070023,,5341
weibull,100000,0.620704326,,5342
weibull,1000,0.203768522,,5343
weibull,1000,0.23816275,,5344
normal,10000,57.93981658,4.32724183,5345
normal,1000,48.98541283,8.797693833,5346
poisson,1000,72,,5347
normal,1000,18.97278622,44.98463986,5348
binomial,10000,401,0.911949911,5349
uniform,100000,0,36.77850096,5350
uniform,10000,0,38.97613675,5351
normal,100000,44.56844536,10.30144198,5352
weibull,100000,0.016160243,,5353
weibull,100000,0.667488537,,5354
normal,100000,64.36745178,31.59174409,5355
binomial,100000,616,0.103329308,5356
binomial,1000,676,0.812863923,5357
weibull,1000,0.762588492,,5358
poisson,10000,43,,5359
binomial,1000,176,0.650322299,5360
poisson,1000,94,,5361
weibull,100000,0.379489211,,5362
uniform,10000,0,14.25908023,5363
normal,10000,82.55017128,12.25686925,5364
poisson,100000,96,,5365
normal,10000,79.51833987,26.37249609,5366
normal,10000,11.03998748,22.66425837,5367
binomial,1000,241,0.448961029,5368
normal,1000,67.87927455,19.97774083,5369
binomial,1000,954,0.309250222,5370
poisson,10000,35,,5371
poisson,10000,35,,5372
binomial,1000,572,0.533922771,5373
uniform,10000,0,46.49862079,5374
poisson,1000,21,,5375
normal,10000,10.73016674,21.80229339,5376
uniform,1000,0,40.83303628,5377
binomial,1000,205,0.091181024,5378
uniform,100000,0,37.35486646,5379
weibull,10000,0.822721717,,5380
weibull,1000,0.057855664,,5381
binomial,10000,87,0.187125399,5382
poisson,1000,13,,5383
normal,10000,31.02864925,16.83459171,5384
poisson,1000,22,,5385
binomial,1000,784,0.84325964,5386
uniform,10000,0,48.79887469,5387
uniform,10000,0,15.29349518,5388
poisson,10000,25,,5389
normal,100000,61.35987909,4.119174257,5390
binomial,10000,831,0.060566741,5391
normal,1000,53.50288138,36.11920031,5392
poisson,10000,92,,5393
uniform,100000,0,47.74584484,5394
poisson,100000,1,,5395
binomial,100000,545,0.599133238,5396
normal,1000,92.5656242,46.98657431,5397
poisson,1000,58,,5398
poisson,100000,81,,5399
poisson,10000,65,,5400
binomial,100000,578,0.853004996,5401
weibull,10000,0.42768299,,5402
poisson,1000,35,,5403
binomial,100000,39,0.827444593,5404
normal,1000,50.49740579,44.79479474,5405
uniform,10000,0,7.522112844,5406
normal,10000,27.86976074,2.49266626,5407
binomial,100000,138,0.483386524,5408
poisson,10000,15,,5409
weibull,1000,0.392853251,,5410
normal,100000,40.73989532,20.26024464,5411
weibull,100000,0.029568734,,5412
normal,1000,46.38812826,36.55338156,5413
normal,100000,72.62460614,17.40928027,5414
normal,10000,85.73783442,24.82302046,5415
binomial,10000,503,0.179829017,5416
poisson,100000,29,,5417
normal,10000,73.23084146,10.36889614,5418
uniform,1000,0,30.12778883,5419
weibull,1000,0.56244106,,5420
weibull,10000,0.806013792,,5421
uniform,1000,0,23.91785224,5422
normal,1000,55.2170827,6.085884492,5423
normal,100000,33.26800211,46.99093548,5424
weibull,100000,0.04583339,,5425
normal,100000,34.75661771,49.11975652,5426
poisson,1000,57,,5427
poisson,10000,42,,5428
poisson,1000,35,,5429
weibull,10000,0.281328676,,5430
uniform,1000,0,17.19277067,5431
normal,1000,51.69213716,13.28404746,5432
poisson,10000,33,,5433
poisson,10000,50,,5434
uniform,100000,0,4.087647309,5435
uniform,1000,0,29.22950763,5436
binomial,100000,554,0.319550008,5437
binomial,10000,892,0.698862411,5438
poisson,100000,83,,5439
poisson,10000,68,,5440
normal,10000,54.58189947,43.70995357,5441
poisson,10000,70,,5442
normal,10000,83.45815802,11.10943749,5443
weibull,1000,0.017628041,,5444
binomial,10000,304,0.138874034,5445
weibull,10000,0.039232924,,5446
weibull,100000,0.711294231,,5447
uniform,1000,0,33.48091829,5448
poisson,10000,42,,5449
normal,10000,8.232438654,36.9571597,5450
poisson,10000,14,,5451
poisson,10000,31,,5452
poisson,10000,97,,5453
poisson,1000,93,,5454
weibull,100000,0.142924819,,5455
weibull,10000,0.182841991,,5456
uniform,1000,0,33.95343923,5457
uniform,100000,0,12.07018883,5458
binomial,100000,451,0.875317216,5459
normal,1000,70.80214504,21.85173236,5460
binomial,10000,127,0.456698736,5461
binomial,1000,290,0.518354397,5462
uniform,1000,0,12.39148256,5463
weibull,1000,0.57201,,5464
binomial,1000,44,0.470563303,5465
poisson,10000,82,,5466
uniform,100000,0,22.16496238,5467
uniform,10000,0,9.726243121,5468
uniform,1000,0,27.34332654,5469
poisson,10000,55,,5470
poisson,100000,22,,5471
poisson,100000,83,,5472
binomial,100000,11,0.244867596,5473
weibull,10000,0.812443525,,5474
poisson,100000,26,,5475
normal,100000,34.3655021,15.92720796,5476
weibull,10000,0.992495193,,5477
normal,10000,35.16829896,30.082495,5478
poisson,1000,21,,5479
normal,10000,83.42814909,8.711990591,5480
binomial,1000,906,0.177919994,5481
binomial,100000,524,0.593449355,5482
binomial,10000,427,0.212222594,5483
normal,10000,95.02322324,11.60972201,5484
uniform,10000,0,9.137352703,5485
binomial,1000,629,0.376167359,5486
poisson,1000,18,,5487
binomial,1000,282,0.344150069,5488
weibull,10000,0.736163273,,5489
normal,10000,5.485178641,20.99080259,5490
poisson,100000,33,,5491
uniform,1000,0,44.56557216,5492
binomial,10000,623,0.171582182,5493
binomial,100000,585,0.295548304,5494
binomial,1000,370,0.778549295,5495
weibull,100000,0.768370769,,5496
normal,1000,35.21066036,36.51348528,5497
weibull,1000,0.91294671,,5498
poisson,10000,65,,5499
weibull,1000,0.175966045,,5500
poisson,100000,69,,5501
uniform,1000,0,18.74390899,5502
uniform,100000,0,22.60512364,5503
binomial,10000,977,0.141828102,5504
binomial,100000,182,0.355565534,5505
uniform,1000,0,34.86398413,5506
normal,10000,13.7426462,24.80359802,5507
normal,10000,23.60010869,4.217539838,5508
uniform,10000,0,43.65707661,5509
binomial,100000,553,0.63250385,5510
uniform,1000,0,34.80694619,5511
poisson,100000,46,,5512
normal,1000,58.11563417,35.28662731,5513
poisson,1000,86,,5514
weibull,10000,0.829047014,,5515
weibull,10000,0.044809938,,5516
uniform,100000,0,45.0513817,5517
weibull,1000,0.177748017,,5518
normal,1000,90.48806047,19.02899124,5519
uniform,100000,0,36.59272405,5520
poisson,100000,66,,5521
normal,1000,43.97048871,11.24334724,5522
weibull,10000,0.926456524,,5523
poisson,100000,10,,5524
weibull,10000,0.037642029,,5525
binomial,100000,514,0.954757849,5526
poisson,10000,72,,5527
poisson,100000,15,,5528
normal,10000,81.1335602,38.55457005,5529
binomial,10000,873,0.516295787,5530
normal,1000,68.64957177,42.08300952,5531
normal,100000,58.94380712,5.588761326,5532
weibull,10000,0.101183964,,5533
poisson,10000,5,,5534
weibull,100000,0.991594264,,5535
uniform,10000,0,24.9829982,5536
normal,10000,98.44518907,11.44510093,5537
uniform,1000,0,15.09973547,5538
weibull,100000,0.588870404,,5539
binomial,10000,247,0.770940305,5540
uniform,1000,0,39.59567425,5541
binomial,100000,795,0.130396894,5542
uniform,100000,0,30.90987725,5543
normal,1000,38.69098472,23.29103129,5544
normal,1000,27.38308179,37.81128469,5545
weibull,100000,0.8551084,,5546
uniform,1000,0,9.773601037,5547
normal,1000,69.02121645,10.8101443,5548
weibull,1000,0.071858799,,5549
poisson,100000,29,,5550
binomial,100000,578,0.948593556,5551
normal,1000,21.75688368,25.89107565,5552
binomial,1000,578,0.317420736,5553
uniform,100000,0,11.40451962,5554
weibull,100000,0.552000971,,5555
uniform,1000,0,35.23171994,5556
weibull,10000,0.74747697,,5557
normal,1000,25.56370972,30.97376314,5558
normal,10000,97.23941637,3.062682071,5559
binomial,1000,136,0.784633678,5560
binomial,1000,520,0.656723627,5561
poisson,10000,64,,5562
weibull,100000,0.302736165,,5563
normal,10000,56.71360756,13.35714212,5564
weibull,1000,0.032155457,,5565
binomial,10000,757,0.987190811,5566
poisson,10000,32,,5567
poisson,1000,4,,5568
binomial,1000,881,0.402988231,5569
uniform,1000,0,39.24347807,5570
normal,1000,34.06469909,11.61454794,5571
normal,10000,60.17167981,5.072197174,5572
normal,100000,36.99534428,1.099070908,5573
binomial,100000,703,0.984746293,5574
weibull,10000,0.38300883,,5575
uniform,10000,0,17.41131318,5576
normal,1000,4.302300335,32.2272408,5577
binomial,1000,270,0.693755166,5578
binomial,1000,463,0.716017706,5579
binomial,10000,278,0.390404406,5580
normal,100000,89.99373875,46.39464313,5581
weibull,100000,0.223401964,,5582
uniform,10000,0,13.07753344,5583
binomial,1000,395,0.263394478,5584
uniform,1000,0,40.46002986,5585
binomial,10000,967,0.201034443,5586
binomial,100000,584,0.032325981,5587
weibull,1000,0.33882485,,5588
poisson,100000,25,,5589
poisson,100000,9,,5590
weibull,1000,0.021721646,,5591
uniform,100000,0,44.24350893,5592
normal,1000,4.051045011,31.27967642,5593
normal,100000,5.256665286,24.37267269,5594
weibull,10000,0.40127659,,5595
poisson,10000,30,,5596
binomial,1000,614,0.5777163,5597
uniform,10000,0,36.29808931,5598
poisson,1000,88,,5599
poisson,1000,5,,5600
poisson,100000,89,,5601
normal,10000,97.36643773,47.31023513,5602
normal,1000,49.35306985,4.119754814,5603
normal,100000,19.67318174,9.802605517,5604
uniform,100000,0,26.76987927,5605
uniform,1000,0,48.88671505,5606
poisson,1000,7,,5607
uniform,1000,0,1.55891348,5608
uniform,100000,0,8.384007799,5609
binomial,1000,744,0.838076996,5610
uniform,10000,0,42.58502765,5611
poisson,100000,68,,5612
weibull,100000,0.373270551,,5613
poisson,1000,37,,5614
poisson,100000,66,,5615
binomial,10000,306,0.380864855,5616
uniform,1000,0,42.25771418,5617
uniform,10000,0,25.07394877,5618
binomial,100000,754,0.471194279,5619
binomial,1000,532,0.720776637,5620
normal,10000,79.20996593,1.462824678,5621
binomial,100000,5,0.70802766,5622
binomial,10000,970,0.69583843,5623
weibull,100000,0.973227178,,5624
poisson,1000,84,,5625
poisson,10000,33,,5626
binomial,10000,72,0.325762136,5627
weibull,1000,0.770666793,,5628
weibull,10000,0.957266967,,5629
normal,100000,52.30727922,41.99392733,5630
uniform,10000,0,47.78453164,5631
binomial,100000,394,0.461083061,5632
weibull,1000,0.335287163,,5633
poisson,1000,24,,5634
uniform,10000,0,29.96345507,5635
binomial,10000,52,0.199976421,5636
binomial,10000,900,0.503719984,5637
normal,100000,88.1341379,41.19736016,5638
normal,1000,42.94477873,27.64118318,5639
weibull,1000,0.758377003,,5640
poisson,10000,22,,5641
poisson,10000,41,,5642
binomial,100000,979,0.488260426,5643
binomial,1000,876,0.899049879,5644
weibull,1000,0.489477477,,5645
weibull,10000,0.320265715,,5646
uniform,1000,0,28.29824753,5647
binomial,1000,149,0.37536188,5648
poisson,10000,90,,5649
uniform,100000,0,27.15248783,5650
weibull,10000,0.65177834,,5651
normal,10000,93.98457272,35.31515883,5652
weibull,1000,0.003650104,,5653
uniform,1000,0,16.55919394,5654
uniform,1000,0,34.12460841,5655
normal,10000,30.07033045,8.373660859,5656
poisson,10000,39,,5657
normal,100000,23.20582993,14.82766509,5658
poisson,100000,7,,5659
binomial,100000,296,0.25489585,5660
binomial,1000,83,0.836458086,5661
uniform,100000,0,16.47691132,5662
uniform,100000,0,46.36532615,5663
uniform,100000,0,41.76440562,5664
uniform,10000,0,2.465078634,5665
weibull,10000,0.37355881,,5666
uniform,1000,0,8.328468335,5667
weibull,10000,0.138006051,,5668
weibull,100000,0.164481624,,5669
binomial,100000,505,0.213949743,5670
uniform,100000,0,31.00359016,5671
binomial,100000,850,0.995186289,5672
normal,10000,4.391929823,33.33039675,5673
weibull,10000,0.297738308,,5674
uniform,100000,0,48.95517503,5675
uniform,1000,0,38.26464017,5676
normal,100000,86.1299864,18.09968904,5677
normal,100000,97.6798063,43.12933409,5678
poisson,100000,88,,5679
poisson,10000,75,,5680
uniform,1000,0,10.98684949,5681
weibull,10000,0.287814098,,5682
binomial,10000,269,0.880518474,5683
weibull,1000,0.581128438,,5684
weibull,1000,0.373886084,,5685
poisson,10000,3,,5686
poisson,10000,92,,5687
normal,100000,16.32716802,33.34149126,5688
binomial,1000,549,0.071073449,5689
poisson,1000,35,,5690
normal,100000,37.09567108,35.56243999,5691
binomial,100000,813,0.790442177,5692
binomial,100000,878,0.652404083,5693
uniform,10000,0,46.34665386,5694
weibull,100000,0.28451595,,5695
weibull,100000,0.04489738,,5696
normal,1000,70.94069578,8.941781735,5697
normal,100000,46.03957818,22.88327194,5698
normal,100000,57.50371201,8.264697284,5699
weibull,10000,0.228279732,,5700
weibull,100000,0.096188392,,5701
normal,1000,55.50668594,12.61376045,5702
uniform,10000,0,12.33222987,5703
uniform,10000,0,44.33218988,5704
uniform,100000,0,12.30046206,5705
weibull,1000,0.344639335,,5706
binomial,100000,337,0.463980099,5707
uniform,100000,0,21.49741735,5708
poisson,100000,82,,5709
weibull,1000,0.877526589,,5710
uniform,10000,0,8.974841925,5711
weibull,10000,0.501394295,,5712
binomial,10000,361,0.64804624,5713
normal,1000,63.19582265,6.578673297,5714
normal,100000,16.70758831,23.2561577,5715
binomial,100000,474,0.533344946,5716
poisson,1000,73,,5717
weibull,1000,0.546282387,,5718
binomial,100000,611,0.073794985,5719
uniform,10000,0,38.3538383,5720
weibull,1000,0.615289991,,5721
weibull,1000,0.140601093,,5722
poisson,100000,54,,5723
binomial,100000,843,0.027253866,5724
uniform,1000,0,30.81763268,5725
weibull,100000,0.979457139,,5726
binomial,100000,603,0.444898399,5727
weibull,10000,0.120287906,,5728
uniform,1000,0,46.64216468,5729
weibull,100000,0.244047761,,5730
poisson,1000,96,,5731
normal,100000,13.97116919,29.31694977,5732
poisson,10000,12,,5733
weibull,1000,0.620500617,,5734
binomial,10000,954,0.173400794,5735
normal,10000,17.35321793,47.26060664,5736
binomial,1000,454,0.119747474,5737
weibull,1000,0.490074426,,5738
poisson,1000,20,,5739
binomial,10000,192,0.710989291,5740
uniform,1000,0,34.0593372,5741
binomial,10000,111,0.443531705,5742
poisson,1000,38,,5743
poisson,100000,25,,5744
binomial,1000,103,0.281697207,5745
uniform,100000,0,6.862141751,5746
poisson,1000,69,,5747
uniform,100000,0,4.182953555,5748
binomial,100000,585,0.6792341,5749
weibull,100000,0.144708894,,5750
binomial,1000,572,0.049707834,5751
uniform,1000,0,20.29956457,5752
uniform,100000,0,47.58521668,5753
uniform,1000,0,34.83742512,5754
uniform,1000,0,49.87829426,5755
normal,1000,31.44294963,27.22676142,5756
normal,100000,65.49400559,20.86470313,5757
normal,1000,46.58444275,14.78187796,5758
binomial,1000,422,0.065438612,5759
normal,1000,19.64701946,40.75114785,5760
poisson,10000,48,,5761
binomial,1000,977,0.627892733,5762
uniform,100000,0,30.5710628,5763
binomial,10000,852,0.584286153,5764
poisson,10000,35,,5765
binomial,10000,870,0.499533294,5766
weibull,100000,0.803216632,,5767
uniform,1000,0,47.385709,5768
uniform,10000,0,29.00774679,5769
binomial,10000,186,0.633245137,5770
uniform,10000,0,32.60454822,5771
uniform,1000,0,45.42054509,5772
weibull,100000,0.939948839,,5773
uniform,100000,0,23.24578627,5774
poisson,100000,97,,5775
binomial,1000,178,0.130822363,5776
poisson,10000,56,,5777
binomial,10000,996,0.061752565,5778
weibull,10000,0.407000484,,5779
weibull,1000,0.228272674,,5780
weibull,10000,0.967147868,,5781
uniform,100000,0,33.11555208,5782
poisson,1000,10,,5783
poisson,10000,79,,5784
uniform,10000,0,46.05564978,5785
uniform,1000,0,44.44417902,5786
binomial,1000,301,0.745764472,5787
normal,100000,39.52268811,35.74866721,5788
poisson,100000,45,,5789
weibull,100000,0.282887284,,5790
weibull,100000,0.544340059,,5791
uniform,100000,0,43.31444645,5792
normal,1000,50.0084382,2.206873465,5793
normal,10000,80.2627594,10.50871566,5794
uniform,10000,0,38.90165675,5795
poisson,1000,7,,5796
binomial,10000,127,0.928330599,5797
normal,1000,29.38866645,10.98663116,5798
weibull,100000,0.918883172,,5799
uniform,10000,0,19.39615491,5800
weibull,10000,0.893515564,,5801
binomial,100000,768,0.376964561,5802
normal,10000,71.60817982,13.59449382,5803
binomial,1000,249,0.672926986,5804
normal,1000,33.18144919,36.87453578,5805
poisson,10000,99,,5806
uniform,1000,0,29.12126683,5807
poisson,1000,26,,5808
poisson,10000,21,,5809
weibull,1000,0.212684215,,5810
poisson,100000,80,,5811
poisson,10000,30,,5812
uniform,1000,0,26.8800679,5813
normal,100000,14.51033971,9.41162549,5814
binomial,10000,890,0.540265173,5815
normal,100000,66.18895199,34.20859663,5816
normal,10000,9.822313076,25.81753879,5817
binomial,10000,437,0.458325708,5818
poisson,10000,17,,5819
weibull,10000,0.12815303,,5820
uniform,1000,0,4.040847393,5821
poisson,10000,92,,5822
binomial,1000,966,0.283577007,5823
binomial,10000,281,0.203980625,5824
weibull,100000,0.618672349,,5825
uniform,100000,0,28.49447174,5826
normal,10000,59.68763281,21.17316334,5827
binomial,10000,52,0.01980679,5828
poisson,1000,42,,5829
binomial,10000,425,0.603832222,5830
binomial,10000,738,0.671470029,5831
uniform,100000,0,41.29557566,5832
normal,10000,11.04138542,7.824572505,5833
binomial,1000,187,0.780570975,5834
poisson,100000,48,,5835
uniform,10000,0,14.31307665,5836
normal,100000,82.7824285,15.5474702,5837
weibull,10000,0.148085269,,5838
normal,100000,22.69465503,1.126018751,5839
uniform,100000,0,1.272560782,5840
weibull,100000,0.998601373,,5841
normal,10000,38.91429464,10.95529397,5842
weibull,1000,0.468273112,,5843
binomial,1000,849,0.413838817,5844
weibull,100000,0.711795636,,5845
normal,100000,4.479486708,13.3819474,5846
normal,1000,24.8905188,41.37897983,5847
poisson,10000,62,,5848
normal,100000,64.36351084,14.95037428,5849
weibull,10000,0.835433234,,5850
weibull,100000,0.475225417,,5851
weibull,100000,0.342500029,,5852
poisson,10000,40,,5853
binomial,1000,294,0.458830234,5854
weibull,10000,0.252353066,,5855
poisson,100000,97,,5856
weibull,10000,0.895133894,,5857
poisson,10000,55,,5858
normal,10000,3.113158995,7.07443935,5859
normal,10000,60.23816892,6.38623973,5860
weibull,10000,0.257483969,,5861
binomial,100000,405,0.782039662,5862
poisson,10000,5,,5863
binomial,1000,769,0.14647853,5864
binomial,1000,218,0.755637829,5865
uniform,1000,0,18.68855537,5866
uniform,1000,0,20.74413656,5867
uniform,10000,0,21.25597085,5868
normal,100000,32.19961646,20.65537266,5869
binomial,1000,674,0.31590811,5870
binomial,1000,770,0.993704681,5871
weibull,1000,0.59759132,,5872
poisson,100000,73,,5873
weibull,10000,0.165704415,,5874
normal,10000,52.25112552,37.1604227,5875
weibull,10000,0.527549682,,5876
uniform,100000,0,23.604066,5877
uniform,1000,0,43.9414966,5878
weibull,1000,0.173075526,,5879
normal,10000,66.14086666,38.85390539,5880
normal,10000,12.84235318,23.40685972,5881
normal,10000,53.94802263,17.28921273,5882
normal,10000,3.373542717,2.081751142,5883
weibull,100000,0.771847901,,5884
uniform,1000,0,26.40388273,5885
normal,100000,21.42662874,28.89928476,5886
uniform,10000,0,43.34788916,5887
poisson,1000,34,,5888
normal,100000,98.88084856,17.62362773,5889
normal,10000,24.19633944,45.24714873,5890
normal,1000,73.94941441,25.98502589,5891
weibull,1000,0.503940336,,5892
weibull,10000,0.738045401,,5893
uniform,100000,0,38.21176468,5894
uniform,100000,0,22.04769455,5895
weibull,1000,0.697936826,,5896
normal,100000,97.61306915,6.986107108,5897
uniform,100000,0,44.14569433,5898
uniform,100000,0,48.70912542,5899
binomial,1000,311,0.019075422,5900
normal,10000,27.35421517,28.37167351,5901
uniform,10000,0,47.04673202,5902
poisson,100000,27,,5903
uniform,100000,0,10.51527725,5904
weibull,10000,0.211734892,,5905
weibull,10000,0.130151728,,5906
normal,10000,35.07486213,11.49870364,5907
normal,100000,82.5329997,24.79928095,5908
weibull,10000,0.586674251,,5909
uniform,100000,0,6.619389526,5910
poisson,1000,35,,5911
binomial,1000,931,0.122430739,5912
weibull,10000,0.915580735,,5913
binomial,10000,45,0.211189137,5914
weibull,100000,0.803773437,,5915
normal,1000,62.58141947,30.37605218,5916
binomial,100000,651,0.969143169,5917
weibull,100000,0.547179533,,5918
poisson,10000,49,,5919
weibull,1000,0.198681729,,5920
poisson,1000,94,,5921
normal,100000,33.10153413,44.09140591,5922
poisson,10000,64,,5923
uniform,10000,0,45.93336494,5924
normal,10000,98.72476535,11.94199092,5925
binomial,10000,409,0.342867633,5926
binomial,100000,725,0.22096069,5927
uniform,1000,0,3.541566313,5928
weibull,100000,0.135963194,,5929
poisson,10000,12,,5930
weibull,100000,0.433468681,,5931
binomial,1000,492,0.565553884,5932
uniform,10000,0,40.08076008,5933
normal,10000,90.05785694,17.77259911,5934
weibull,1000,0.090020503,,5935
binomial,100000,850,0.160878923,5936
binomial,10000,350,0.166692462,5937
weibull,1000,0.944492585,,5938
weibull,100000,0.115707804,,5939
binomial,1000,359,0.874230196,5940
normal,10000,45.43325794,23.71778145,5941
normal,10000,92.96051572,44.17884766,5942
weibull,10000,0.963993737,,5943
uniform,1000,0,43.27373782,5944
poisson,10000,37,,5945
poisson,100000,99,,5946
binomial,100000,636,0.256519916,5947
weibull,100000,0.535215103,,5948
poisson,100000,55,,5949
binomial,1000,464,0.247434691,5950
weibull,10000,0.645273856,,5951
weibull,10000,0.251817027,,5952
uniform,1000,0,47.67790303,5953
binomial,1000,54,0.470207858,5954
normal,1000,50.60862917,41.48320738,5955
weibull,100000,0.702318199,,5956
poisson,1000,96,,5957
uniform,10000,0,42.00003198,5958
binomial,100000,179,0.785639274,5959
weibull,10000,0.298605004,,5960
poisson,1000,76,,5961
weibull,100000,0.723479145,,5962
poisson,100000,51,,5963
poisson,1000,9,,5964
normal,10000,6.46104725,27.20342967,5965
weibull,10000,0.665959887,,5966
normal,100000,19.14427241,14.88316369,5967
poisson,100000,74,,5968
uniform,100000,0,5.65157951,5969
poisson,10000,43,,5970
weibull,1000,0.505556736,,5971
binomial,10000,484,0.513729188,5972
binomial,1000,806,0.213642475,5973
binomial,1000,432,0.164141488,5974
binomial,10000,473,0.213471507,5975
normal,1000,20.2293548,22.29067722,5976
weibull,100000,0.141112638,,5977
weibull,1000,0.813599548,,5978
weibull,10000,0.358414549,,5979
normal,10000,80.96425729,28.51750555,5980
weibull,100000,0.372368706,,5981
normal,1000,3.798019828,34.06471365,5982
weibull,1000,0.92974123,,5983
binomial,1000,545,0.643393952,5984
poisson,1000,23,,5985
weibull,1000,0.126260498,,5986
weibull,10000,0.917645123,,5987
weibull,1000,0.864063707,,5988
weibull,10000,0.694366729,,5989
weibull,10000,0.421080168,,5990
poisson,1000,90,,5991
poisson,1000,42,,5992
uniform,10000,0,27.30093367,5993
poisson,10000,84,,5994
binomial,100000,139,0.599190106,5995
normal,1000,52.91709465,16.55579451,5996
normal,10000,50.86534854,46.80139393,5997
uniform,10000,0,36.34252656,5998
binomial,1000,292,0.640247659,5999
poisson,1000,17,,6000
normal,100000,71.80898991,20.84249118,6001
poisson,100000,97,,6002
uniform,1000,0,16.72720886,6003
normal,100000,4.223411851,48.98025341,6004
normal,100000,81.61301586,24.24061328,6005
uniform,100000,0,31.22566576,6006
uniform,1000,0,34.9610989,6007
binomial,10000,904,0.134675348,6008
uniform,10000,0,7.270216382,6009
weibull,1000,0.28706615,,6010
binomial,1000,693,0.112966975,6011
poisson,10000,42,,6012
normal,1000,10.56653984,10.98710917,6013
normal,100000,44.5579269,14.12051112,6014
weibull,10000,0.581958129,,6015
binomial,100000,548,0.386372751,6016
uniform,100000,0,42.78804193,6017
binomial,10000,676,0.021254807,6018
binomial,1000,481,0.497318214,6019
normal,100000,81.46754059,3.847329595,6020
uniform,10000,0,28.41484999,6021
poisson,1000,76,,6022
uniform,1000,0,40.74968439,6023
binomial,10000,975,0.582821207,6024
poisson,10000,34,,6025
normal,1000,95.68089906,4.336334859,6026
normal,1000,54.33113426,39.12053581,6027
binomial,1000,711,0.18025799,6028
